Fabindia	Fabindia Overseas HQ	Plot 3, Sector C, Vasant Kunj, New Delhi, Delhi 110070	28.5367409	77.1443296	fabindia.com
Myntra	Myntra Designs Gurugram	82A, Sector 18, Gurugram, Haryana 122015	28.482974	77.068736	myntra.com
Amazon India	Amazon Development Centre India	DLF Downtown Block 3, DLF Phase 3, Sector 24, Gurugram, Haryana 122010	28.5034097	77.0950976	amazon.in
DealShare	DealShare	Spring House, Grand Mall, MG Road, Gurugram, Haryana 122002	28.4792785	77.0900439	dealshare.in
CityMall	CityMall	Imperia Mindspace, Sector 62, Gurugram, Haryana 122098	28.4023563	77.0858238	citymall.live
Exotel	Exotel Gurugram	Platinum Tower, Malibu Towne, Sector 47, Gurugram, Haryana 122018	28.4212187	77.0404348	exotel.com
Knowlarity	Knowlarity Communications	Awfis, Ambience Mall, NH8, Ambience Island, Gurugram, Haryana 122010	28.50339	77.095747	knowlarity.com
Gupshup	Gupshup Delhi Office	Saket District Centre, Saket, New Delhi, Delhi 110017	28.5277249	77.219179	gupshup.io
LambdaTest	LambdaTest	Tower A, Noida One, Sector 62, Noida, Uttar Pradesh 201309	28.6229745	77.3663583	lambdatest.com
Mercer Mettl	Mercer Mettl	Good Earth Business Bay, Sector 58, Gurugram, Haryana 122098	28.4116394	77.1087955	mettl.com
PeopleStrong	PeopleStrong	A-10, Info Technology Park, Sector 34, Gurugram, Haryana 122004	28.429774	77.0167386	peoplestrong.com
Zimyo	Zimyo	Rider House, Sector 44, Gurugram, Haryana 122003	28.4515158	77.0753192	zimyo.com
HROne	HROne	A-8, Block A, Sector 68, Noida, Uttar Pradesh 201309	28.6029367	77.3900362	hrone.cloud
Betterplace	Betterplace Delhi Experience Centre	Sector 32, Gurugram, Haryana 122001	28.450106	77.0435043	betterplace.co.in
Awign	Awign Enterprise	Landmark Cyberpark, Sector 67, Gurugram, Haryana 122101	28.3909271	77.0596459	awign.com
TeamLease	TeamLease Services	JDKD Corporate Park, Mohan Cooperative, Sarita Vihar, New Delhi, Delhi 110044	28.5273689	77.2891853	teamlease.com
Quess Corp	Quess Corp	B-1/I-1, Mohan Cooperative Industrial Estate, New Delhi, Delhi 110044	28.511554	77.29765	quesscorp.com
HCLTech	HCLTech	Technology Hub SEZ, Sector 126, Noida, Uttar Pradesh 201303	28.535005	77.3444467	hcltech.com
Tech Mahindra	Tech Mahindra Noida	B19, Block B, Sector 62, Noida, Uttar Pradesh 201309	28.6206602	77.3624671	techmahindra.com
Adobe India	Adobe Systems Noida	Plot A5, Noida Expressway, Sector 132, Noida, Uttar Pradesh 201304	28.5073509	77.3790613	adobe.com
Samsung R&D Institute Noida	Samsung R&D Institute Noida	Infospace Tower 11, Sector 135, Noida, Uttar Pradesh 201304	28.497301	77.4032156	samsung.com
Microsoft India	Microsoft Gurugram	DLF Downtown Block 5, DLF Phase 3, Sector 24, Gurugram, Haryana 122010	28.5036155	77.095253	microsoft.com
Google India	Google Gurgaon	Signature Towers III, Sector 15 Part 2, Gurugram, Haryana 122001	28.4615726	77.0490426	google.com
American Express India	American Express	Tower B & C, DLF Cyber City, Gurugram, Haryana 122002	28.4891567	77.092102	americanexpress.com
Expedia Group	Expedia Group	Phase II, Udyog Vihar, Sector 20, Gurugram, Haryana 122016	28.5023398	77.0909558	expediagroup.com
Uber India	Uber Gurugram	319, Sector 29, Gurugram, Haryana 122009	28.4646	77.0651057	uber.com
Salesforce India	Salesforce Gurugram	8A, DLF Cyber City, DLF Phase 2, Sector 24, Gurugram, Haryana 122002	28.4955507	77.089473	salesforce.com
SAP Labs India	SAP Labs Gurugram	Vatika Tower, Suncity, Sector 54, Gurugram, Haryana 122011	28.4381671	77.1048279	sap.com
Oracle India	Oracle Noida	Lotus Business Park, Sector 127, Noida, Uttar Pradesh 201313	28.5334008	77.3478117	oracle.com
Nagarro	Nagarro	Plot 6B, Maruti Udyog, Sector 18, Gurugram, Haryana 122015	28.4910986	77.0673492	nagarro.com
ShopClues	ShopClues Network	112, Sector 44, Gurugram, Haryana 122003	28.4513681	77.0718196	shopclues.com
LimeRoad	LimeRoad Studios	Plot 48, DLF Phase 1, Sector 44, Gurugram, Haryana 122002	28.4756547	77.0914306	limeroad.com
bijnis	bijnis Headquarter	Espire Campus, Mohan Cooperative Industrial Estate, New Delhi, Delhi 110044	28.5210428	77.2934085	bijnis.com
Fashinza	Fashinza	145, Sector 44 Rd, Sector 44, Gurugram, Haryana 122003	28.4495356	77.0754674	fashinza.com
Zyod	Zyod	Plot 580, Pace City II, Sector 37, Gurugram, Haryana 122004	28.433871	76.9943937	zyod.com
Perfora	Perfora HQ	MPD Tower, Golf Course Rd, Sector 43, Gurugram, Haryana 122009	28.4553145	77.0972031	perforacare.com
Foxtale	Foxtale Consumer	Sihi Sikanderpur Rd, Sector 84, Gurugram, Haryana 122012	28.4090151	76.974504	foxtale.in
Ultrahuman	Ultrahuman Delhi	South Extension Part II, New Delhi, Delhi 110049	28.5683204	77.2182905	ultrahuman.com
Boult	Boult Corporate Office	DLF Plaza Tower, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002	28.4708324	77.1017515	boultaudio.com
Ambrane India	Ambrane India	Printing Press Area, New Delhi, Delhi 110035	28.6952779	77.1574339	ambraneindia.com
Portronics	Portronics Digital	World Trade Centre, Barakhamba, Connaught Place, New Delhi, Delhi 110001	28.6308983	77.2275107	portronics.com
Lava International	Lava International	A-56, Sector 64, Noida, Uttar Pradesh 201309	28.6122618	77.3751597	lavamobiles.com
Micromax	Micromax	Phase IV, Udyog Vihar, Sector 18, Gurugram, Haryana 122016	28.5043861	77.0876818	micromaxinfo.com
Dixon Technologies	Dixon Technologies India	B-14 & 15, Phase 2, Noida, Uttar Pradesh 201305	28.5359932	77.408937	dixoninfo.com
Optiemus Electronics	Optiemus Electronics	D-348, Sector 63, Noida, Uttar Pradesh 201309	28.6331007	77.3882646	oel.in
Havells India	Havells India	QRG Towers, Sector 126, Noida, Uttar Pradesh 201304	28.5403716	77.3424753	havells.com
Genpact	Genpact India	DLF Phase 5, Sector 53, Gurugram, Haryana 122002	28.4488373	77.0990415	genpact.com
EXL Service	EXL Service SEZ Noida	Noida Expressway, Sector 144, Noida, Uttar Pradesh 201306	28.4958013	77.4350125	exlservice.com
Mastercard India	Mastercard Advisors	DLF Plaza Tower, DLF Phase 1, Sector 26A, Gurugram, Haryana 122002	28.4708125	77.10226	mastercard.com
Fiserv India	Fiserv India	Galaxy Business Park, Sector 62, Noida, Uttar Pradesh 201301	28.6257308	77.3708544	fiserv.com
Innoviti	Innoviti Payment Solutions	Vardhman Trade Centre, Nehru Place, New Delhi, Delhi 110019	28.5471743	77.250708	innoviti.com
Grip Invest	Grip Invest Technologies	Ocus Technopolis, Golf Course Rd, Sector 54, Gurugram, Haryana 122001	28.4410043	77.1031145	gripinvest.in
Inc42 Media	Inc42 Media	Jujhar Tower, Kalkaji, New Delhi, Delhi 110019	28.5405047	77.2621994	inc42.com
YourStory Media	YourStory Media Delhi	6/6, Block C, Jangpura B, New Delhi, Delhi 110014	28.5861305	77.2498809	yourstory.com
Entrackr	Entrackr	Unitech Cyber Park, Tower B, Sector 39, Gurugram, Haryana 122003	28.4438571	77.0567161	entrackr.com
